sid,search,"splunk_server","_time","is_realtime","api_et","api_lt","event_count","exec_time","result_count","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"1605927661.542","| savedsearch instrumentation.usage.search.report_acceleration","prod-openpathus","1605927661.098500",0,"1605744000.000000000","1605916799.000000000",0,1605927661,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.343",,,,,,,,,,,,,,,
"1605927661.543","| savedsearch instrumentation.usage.search.searchTelemetry","prod-openpathus","1605927661.588053",0,"1605744000.000000000","1605916799.000000000",507,1605927661,1,507,"1605744000.000000000","1605916799.000000000",completed,"0.49",,,,,,,,,,,,,,,
"1605927662.544","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","prod-openpathus","1605927662.396881",0,"1605744000.000000000","1605916799.000000000",15056,1605927662,1,15056,"1605744000.000000000","1605916799.000000000",completed,"0.361",,,,,,,,,,,,,,,
"1605927662.545","| savedsearch instrumentation.usage.lookups.lookupDefinitions","prod-openpathus","1605927662.886870",0,"1605744000.000000000","1605916799.000000000",0,1605927662,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.354",,,,,,,,,,,,,,,
"1605927663.546","| savedsearch instrumentation.performance.bundleReplication","prod-openpathus","1605927663.381439",0,"1605744000.000000000","1605916799.000000000",0,1605927663,0,0,"1605744000.000000000","1605916799.000000000",completed,"0.361",,,,,,,,,,,,,,,
"1605927663.547","| savedsearch instrumentation.performance.bundleReplicationCycle","prod-openpathus","1605927663.870363",0,"1605744000.000000000","1605916799.000000000",0,1605927663,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.301",,,,,,,,,,,,,,,
"1605927664.548","| savedsearch instrumentation.usage.metrics","prod-openpathus","1605927664.359574",0,"1605744000.000000000","1605916799.000000000",0,1605927664,0,0,"1605926764.000000000","2147483647.000000000",completed,"0.025",,,,,,,,,,,,,,,
"1605927664.549","| savedsearch instrumentation.usage.rollup","prod-openpathus","1605927664.635627",0,"1605744000.000000000","1605916799.000000000",0,1605927664,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.357",,,,,,,,,,,,,,,
"1605927665.550","| savedsearch instrumentation.usage.kvstore","prod-openpathus","1605927665.124905",0,"1605744000.000000000","1605916799.000000000",0,1605927665,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.035",,,,,,,,,,,,,,,
"1605927665.551","| savedsearch instrumentation.usage.healthMonitor.currentState","prod-openpathus","1605927665.415574",0,"1605744000.000000000","1605916799.000000000",0,1605927665,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.492",,,,,,,,,,,,,,,
"1605927666.552","| savedsearch instrumentation.usage.savedSearches.alerts","prod-openpathus","1605927666.121356",0,"1605744000.000000000","1605916799.000000000",0,1605927666,33,0,"1605744000.000000000","1605916799.000000000",completed,"0.464",,,,,,,,,,,,,,,
"1605927666.553","| savedsearch instrumentation.usage.streamingMetricAlerts","prod-openpathus","1605927666.928088",0,"1605744000.000000000","1605916799.000000000",0,1605927666,0,0,"1605744000.000000000","1605916799.000000000",completed,"0.336",,,,,,,,,,,,,,,
"1605927667.554","| savedsearch instrumentation.usage.durableSearch","prod-openpathus","1605927667.410913",0,"1605744000.000000000","1605916799.000000000",0,1605927667,33,0,"1605744000.000000000","1605916799.000000000",completed,"0.458",,,,,,,,,,,,,,,
"1605927668.555","| savedsearch instrumentation.usage.rest","prod-openpathus","1605927668.164796",0,"1605744000.000000000","1605916799.000000000",871,1605927668,5,871,"1605744000.000000000","1605916799.000000000",completed,"0.112",,,,,,,,,,,,,,,
"1605927675.556","| savedsearch instrumentation.performance.indexing","prod-openpathus","1605927675.522817",0,"1605744000.000000000","1605916799.000000000",5574,1605927675,2,5574,"1605744000.000000000","1605916799.000000000",completed,"0.289",,,,,,,,,,,,,,,
"1605927676.557","| savedsearch instrumentation.performance.search","prod-openpathus","1605927676.020361",0,"1605744000.000000000","1605916799.000000000",441,1605927676,2,441,"1605744000.000000000","1605916799.000000000",completed,"0.113",,,,,,,,,,,,,,,
"1605927676.558","| savedsearch instrumentation.usage.search.concurrent","prod-openpathus","1605927676.316041",0,"1605744000.000000000","1605916799.000000000",55,1605927676,2,55,"1605744000.000000000","1605916799.000000000",completed,"0.106",,,,,,,,,,,,,,,
"1605927676.559","| savedsearch instrumentation.usage.users.active","prod-openpathus","1605927676.610441",0,"1605744000.000000000","1605916799.000000000",2816,1605927676,2,4484,"1605744000.000000000","1605916799.000000000",completed,"0.122",,,,,,,,,,,,,,,
"1605927676.560","| savedsearch instrumentation.deployment.node","prod-openpathus","1605927676.897332",0,"1605744000.000000000","1605916799.000000000",288,1605927676,2,288,"1605744000.000000000","1605916799.000000000",completed,"0.495",,,,,,,,,,,,,,,
"1605927677.561","| savedsearch instrumentation.deployment.index","prod-openpathus","1605927677.603439",0,"1605744000.000000000","1605916799.000000000",0,1605927677,11,0,"1605744000.000000000","1605916799.000000000",completed,"0.099",,,,,,,,,,,,,,,
"1605927677.562","| savedsearch instrumentation.usage.search.type","prod-openpathus","1605927677.932479",0,"1605744000.000000000","1605916799.000000000",55,1605927677,2,55,"1605744000.000000000","1605916799.000000000",completed,"0.089",,,,,,,,,,,,,,,
"1605927678.563","| savedsearch instrumentation.licensing.stack","prod-openpathus","1605927678.218256",0,"1605744000.000000000","1605916799.000000000",4,1605927678,2,4,"1605744000.000000000","1605916799.000000000",completed,"0.101",,,,,,,,,,,,,,,
"1605927678.564","| savedsearch instrumentation.deployment.forwarders","prod-openpathus","1605927678.508485",0,"1605744000.000000000","1605916799.000000000",0,1605927678,0,0,"1605744000.000000000","1605916799.000000000",completed,"0.073",,,,,,,,,,,,,,,
"1605927678.565","| savedsearch instrumentation.usage.indexing.sourcetype","prod-openpathus","1605927678.792404",0,"1605744000.000000000","1605916799.000000000",36068,1605927678,41,36068,"1605744000.000000000","1605916799.000000000",completed,"0.446",,,,,,,,,,,,,,,
"1605927679.566","| savedsearch instrumentation.deployment.clustering.indexer","prod-openpathus","1605927679.555984",0,"1605744000.000000000","1605916799.000000000",0,1605927679,1,0,"1605744000.000000000","1605916799.000000000",completed,"0.031",,,,,,,,,,,,,,,
"1605927679.567","| savedsearch instrumentation.usage.app.page","prod-openpathus","1605927679.836546",0,"1605744000.000000000","1605916799.000000000",50,1605927679,28,104,"1605744000.000000000","1605916799.000000000",completed,"0.10400000000000001",,,,,,,,,,,,,,,
"1605927685.568","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2020-11-19 date<=2020-11-20 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","prod-openpathus","1605927685.554010",0,"1605927600.000000000","1605927685.000000000",189,1605927685,189,190,"1605927600.000000000","1605927685.000000000",completed,"0.089",,,,,,,,,,,,,,,
